timestamp,open,high,low,close,volume,awesome_oscillator,kama,ppo,pvo,roc,rsi,stochrsi,stoch,tsi,ultimate_oscillator,williams_r,acc_dist_index,chaikin_money_flow,ease_of_movement,force_index,mfi,negative_volume_index,on_balance_volume,volume_price_trend,volume_weighted_average_price,bollinger_mavg,bollinger_hband,bollinger_lband,bollinger_pband,bollinger_wband,donchian_channel_hband,donchian_channel_lband,donchian_channel_pband,donchian_channel_wband,donchian_channel_mband,keltner_channel_hband,keltner_channel_lband,keltner_channel_mband,keltner_channel_pband,keltner_channel_wband,ulcer_index,adx_pos,adx_neg,aroon_up,aroon_down,cci,dpo,ema,ichimoku_a,ichimoku_b,ichimoku_base_line,kst,mass_index,macd,psar_up,psar_down,sma,stc,trix,vortex_indicator_pos,vortex_indicator_neg,wma,cumulative_return,daily_return,daily_log_return
2021-05-18,1.0,1.0,1.0,1.0,1.0,,,,,0.0,,,,,,,0.0,,,,,1000.0,1.0,0.17697200047157405,,,,,,,,,,,,1.0,1.0,,,,,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,0.0,17.801051593628458,
2021-05-19,0.9808777847994233,0.9482635706283735,0.7408293607700944,0.8748844090993156,2.376831400636248,,,,,0.0,,,,,,,0.6952390018339238,,-1356696.1900925888,,,1000.0,-1.3768314006362479,-0.1193681492256208,,,,,,,,,,,,1.0310466616787701,0.823612451820491,,0.2471721386450869,,,0.0,0.0,,,,,,,0.8704146803850472,,,,,,,,,,,,,-12.511559090068436,-12.511559090068436,-13.3663505237506
2021-05-20,0.8587444704542015,0.9359371286960655,0.8380427380316946,0.959431673538659,1.4198291488379797,,,,,0.0,,,,,,,2.7965829827231774,,292639.2522729924,,,1096.6382113568395,0.042997748201731856,-0.16016891578589912,,,,,,,,,,,,1.0237082980369057,0.8201558976884725,,0.6842256618530638,,,0.0,0.0,,,,,,,0.8704146803850472,,,,,,1.0,,,,,,,-4.056832646134101,9.663821135683959,9.22493286815115
2021-05-21,0.9471709197069897,0.9280612418100961,0.8014871804310614,0.8782805150911853,2.0686844708106156,,,,,0.0,,,,,,,3.2380680860315483,,-135928.6169775978,,,1096.6382113568395,-2.0256867226088837,-0.03776481723320846,,,,,,,,,,,,1.0167438169834666,0.8007924860326243,,0.35882172486447816,,,0.0,0.0,,,,,,,0.8704146803850472,,,,,,0.9967608547606339,,,,,,,-12.171948490881467,-8.458253014325134,-8.837506654798974
2021-05-22,0.862461393312031,0.8531503547543877,0.8437006497211537,0.8791000772419195,0.9593345623811156,,,,,0.0,,,,,,,9.46623708905083,,-16103.920641960036,,,1097.6615326711963,-1.0663521602277681,-0.17407936936447446,,,,,,,,,,,,0.9870150667079175,0.81047411993395,,0.3887254405394919,,,0.0,0.0,,,,,,,0.8704146803850472,,,,,,0.9889499077874511,,,,,,,-12.089992275808047,0.09331439519060236,0.09327088437464659
2021-05-23,0.8630523982875097,0.8403758020164986,0.7458228267471609,0.8222311672958438,1.7592612436399555,,,,,0.0,,,,,,,10.55029689025868,,-297355.2501654566,,,1097.6615326711963,-2.825613403867724,-0.11291126441553986,,,,,,,,,,,,0.9720730401381266,0.793437926070041,,0.1611846661615946,,,0.0,0.0,,,,,,,0.8704146803850472,,,,,,0.9814513986931955,,,,,,,-17.776883270415624,-6.468991576533101,-6.6877163781441205
2021-05-24,0.8082740696567008,0.8764656957599212,0.817360254734866,0.9093912393883019,0.8844509376599278,,,,,0.0,,,,,,,12.42014028688832,,359622.0008593485,,,1214.0184188196338,-1.9411624662077962,-0.020050823884821725,,,,,,,,,,,,0.9656118207354539,0.7956087398127936,,0.6692966913186209,,,0.0,0.0,,,,,,,0.8704146803850472,,,,,,0.9673136843764335,,,,,,,-9.06087606116981,10.600433984898716,10.07538270065379
2021-05-25,0.8986195049443263,0.8747564246189361,0.8695091200235594,0.8935548326969035,0.8046072314088616,,,,,0.0,,,,,,,18.989739736143264,,16447.274137517208,,,1192.8771447688653,-2.745769697616658,0.07974397063865848,,,,,,,,,,,,0.955475438607086,0.8054109166509138,,0.5873734504131031,,,0.0,0.0,,,,,,,0.8704146803850472,,,,,,0.9540242329186771,,,,,,,-10.64451673030965,-1.7414294316328238,-1.7567706795220102
2021-05-26,0.8837411327001985,0.8948806735241199,0.9034621118698349,0.9184227417617685,0.9855708504181514,,,,,0.0,,,,,,,14.567737804740482,,-23542.726898738292,,,1192.8771447688653,-1.7601988471985064,0.01341707633628676,,,,,,,,,,,,0.9489789532847644,0.8174952534005482,,0.7676045658138344,,,0.0,0.0,,,,,,,0.8704146803850472,,,,,,0.9415321485483862,,,,,,0.8944456733847392,-8.157725823823148,2.7830311196246793,2.7450086478207276
2021-05-27,0.9033991686767363,0.8852683572665241,0.8834735234028456,0.9027730937020637,0.5054695950183418,,0.9027730937020637,,,0.0,,,,,,,24.932740603395636,,-5255.381007959437,,,1172.5508759982465,-2.2656684422168483,0.01881569317802937,,,,,,,,,0.6248537003001792,28.675441372333182,0.8704146803850472,0.9433110404883702,0.82461674381984,,0.6584676102886884,,,0.0,0.0,,,,,,,0.8704146803850472,,,,,,0.9297895892403126,,,,,,0.8942159219892877,-9.722690629793629,-1.7039700072849717,-1.7186546296361807
